experiment,condition,item_id,N,sum_response,response_rate,human_log_response_rate,weaker_lemma,weaker_surface,stronger_lemma,stronger_surface_guess,prompt_text,context_text,suffix_text,weaker_target_surface,stronger_target_surface,weaker_word_logprob,stronger_word_logprob,weaker_candidate_plus_suffix_logprob,stronger_candidate_plus_suffix_logprob,word_logprob_stronger_minus_weaker,candidate_plus_suffix_logprob_stronger_minus_weaker,weaker_word_n_tokens,stronger_word_n_tokens,weaker_candidate_plus_suffix_n_tokens,stronger_candidate_plus_suffix_n_tokens,model_name
experiment_2,Eweak,23,39,24,0.6153846154,-0.4855078158,largely,largely,totally,totally,"Sue: Was the coast largely flooded?
Mary: The coast was ","Sue: Was the coast largely flooded?
Mary: The coast was", flooded.,largely,totally,-3.1294894218,-4.4419894218,-5.5286834538,-7.1305156350,-1.3125000000,-1.6018321812,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,24,42,6,0.1428571429,-1.9459101488,like,likes,love,loves,"Sue: Does the princess like dancing?
Mary: The princess ","Sue: Does the princess like dancing?
Mary: The princess", dancing.,likes,loves,-1.5998651981,-1.9748651981,-5.1753094196,-4.4904798269,-0.3750000000,0.6848295927,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,25,39,27,0.6923076923,-0.3677247801,match,matches,exceed,exceeds,"Sue: Does Bill's score match Al's?
Mary: Bill's score ","Sue: Does Bill's score match Al's?
Mary: Bill's score", Al's.,matches,exceeds,-3.2870931625,-5.9120931625,-7.0366550498,-9.6179296598,-2.6250000000,-2.5812746100,1,1,4,4,Qwen/Qwen2-7B
experiment_2,Eweak,26,42,33,0.7857142857,-0.2411620568,mostly,mostly,entirely,entirely,"Sue: Were Peter's answers mostly wrong?
Mary: Peter's answers were ","Sue: Were Peter's answers mostly wrong?
Mary: Peter's answers were", wrong.,mostly,entirely,-1.0275266171,-7.4025268555,-3.6674898565,-10.1080490500,-6.3750002384,-6.4405591935,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,27,39,5,0.1282051282,-2.0541237337,old,old,ancient,ancient,"Sue: Is the house old?
Mary: The house is ","Sue: Is the house old?
Mary: The house is",.,old,ancient,-1.5493142605,-5.2368144989,-3.7569353580,-7.3060860634,-3.6875002384,-3.5491507054,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,28,42,30,0.7142857143,-0.3364722366,once,once,twice,twice,"Sue: Did mistakes happen once?
Mary: Mistakes happened ","Sue: Did mistakes happen once?
Mary: Mistakes happened",.,once,twice,-2.3703947067,-1.8078945875,-4.9866888523,-3.8614059687,0.5625001192,1.1252828836,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,29,39,8,0.2051282051,-1.5841201046,or,or,and,and,"Sue: Does Jimmy write books or plays?
Mary: Jimmy writes books ","Sue: Does Jimmy write books or plays?
Mary: Jimmy writes books", plays.,or,and,-6.5557451248,-2.4307453632,-9.0670055300,-4.7981503308,4.1249997616,4.2688551992,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,30,42,8,0.1904761905,-1.6582280765,overweight,overweight,obese,obese,"Sue: Is the teenager overweight?
Mary: The teenager is ","Sue: Is the teenager overweight?
Mary: The teenager is",.,overweight,obese,-1.8781155348,-3.5031156540,-4.1497384310,-5.9272818565,-1.6250001192,-1.7775434255,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,31,39,15,0.3846153846,-0.9555114451,overwhelmingly,overwhelmingly,unanimously,unanimously,"Sue: Was the measure supported overwhelmingly?
Mary: The measure was supported ","Sue: Was the measure supported overwhelmingly?
Mary: The measure was supported",.,overwhelmingly,unanimously,-0.7273929715,-5.0398931503,-2.3089374304,-7.1899142265,-4.3125001788,-4.8809767961,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,32,42,22,0.5238095238,-0.6466271649,palatable,palatable,delicious,delicious,"Sue: Is the wine palatable?
Mary: The wine is ","Sue: Is the wine palatable?
Mary: The wine is",.,palatable,delicious,-2.2625776930,-2.6265101433,-4.4818310170,-4.9404380322,-0.3639324503,-0.4586070152,2,1,3,2,Qwen/Qwen2-7B
experiment_2,Eweak,33,39,35,0.8974358974,-0.1082135847,partially,partially,completely,completely,"Sue: Is the tank partially full?
Mary: The tank is ","Sue: Is the tank partially full?
Mary: The tank is", full.,partially,completely,-4.7321748734,-2.8571751118,-6.9873461127,-6.9851891994,1.8749997616,0.0021569133,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,34,42,26,0.6190476190,-0.4795730803,permit,permits,require,requires,"Sue: Does the club permit dancing?
Mary: The club ","Sue: Does the club permit dancing?
Mary: The club", dancing.,permits,requires,-2.8985629082,-6.6173129082,-5.8405198455,-11.6081535816,-3.7187500000,-5.7676337361,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,35,39,3,0.0769230769,-2.5649493578,polished,polished,impeccable,impeccable,"Sue: Was Ann's speech polished?
Mary: Ann's speech was ","Sue: Was Ann's speech polished?
Mary: Ann's speech was",.,polished,impeccable,-2.6470613480,-6.0845613480,-5.2256948948,-8.4472823143,-3.4375000000,-3.2215874195,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,36,42,23,0.5476190476,-0.6021754024,possible,possible,certain,certain,"Sue: Is success possible?
Mary: Success is ","Sue: Is success possible?
Mary: Success is",.,possible,certain,-1.5174503326,-6.8299503326,-4.0419926643,-9.4695963860,-5.3125000000,-5.4276037217,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,37,39,4,0.1025641026,-2.2772672847,pretty,pretty,beautiful,beautiful,"Sue: Is the girl pretty?
Mary: The girl is ","Sue: Is the girl pretty?
Mary: The girl is",.,pretty,beautiful,-1.6703366041,-2.1703367233,-4.2127436399,-4.6463921070,-0.5000001192,-0.4336484671,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,38,42,31,0.7380952381,-0.3036824138,primarily,primarily,exclusively,exclusively,"Sue: Are the residents primarily Greek?
Mary: The residents are ","Sue: Are the residents primarily Greek?
Mary: The residents are", Greek.,primarily,exclusively,-2.2147989273,-7.3397989273,-4.8389755487,-9.1727629602,-5.1250000000,-4.3337874115,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,39,39,18,0.4615384615,-0.7731898883,probably,probably,necessarily,necessarily,"Sue: Will a delay probably occur?
Mary: A delay will ","Sue: Will a delay probably occur?
Mary: A delay will", occur.,probably,necessarily,-1.4484943151,-9.6359939575,-4.1918655187,-12.2132666036,-8.1874996424,-8.0214010849,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,40,42,23,0.5476190476,-0.6021754024,reduce,reduced,eliminate,eliminated,"Sue: Did the city reduce waste?
Mary: The city ","Sue: Did the city reduce waste?
Mary: The city", waste.,reduced,eliminated,-2.4649410248,-8.5899410248,-6.5924586058,-14.2105433941,-6.1250000000,-7.6180847883,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,41,39,5,0.1282051282,-2.0541237337,scared,scared,petrified,petrified,"Sue: Was Stu's daughter scared?
Mary: Stu's daughter was ","Sue: Was Stu's daughter scared?
Mary: Stu's daughter was",.,scared,petrified,-1.4443297386,-4.8277711167,-4.7257335186,-7.6205741658,-3.3834413781,-2.8948406472,1,3,2,4,Qwen/Qwen2-7B
experiment_2,Eweak,42,42,6,0.1428571429,-1.9459101488,serious,serious,life-threatening,life-threatening,"Sue: Was Kaye's illness serious?
Mary: Kaye's illness was ","Sue: Was Kaye's illness serious?
Mary: Kaye's illness was",.,serious,life-threatening,-1.2774751186,-4.3184332848,-3.0416790247,-6.3032275438,-3.0409581662,-3.2615485191,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Eweak,43,39,29,0.7435897436,-0.2962658161,similar,similar,identical,identical,"Sue: Are the two paintings similar?
Mary: The two paintings are ","Sue: Are the two paintings similar?
Mary: The two paintings are",.,similar,identical,-1.3826026917,-4.5076026917,-4.0590391159,-6.6608107090,-3.1250000000,-2.6017715931,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,44,42,27,0.6428571429,-0.4418327522,slow,slowed,stop,stopped,"Sue: Did the train slow down?
Mary: The train ","Sue: Did the train slow down?
Mary: The train",.,slowed,stopped,-3.0528373718,-2.4278373718,-9.4658932686,-5.6175136566,0.6250000000,3.8483796120,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,45,39,5,0.1282051282,-2.0541237337,small,small,tiny,tiny,"Sue: Is the fish small?
Mary: The fish is ","Sue: Is the fish small?
Mary: The fish is",.,small,tiny,-1.4975444078,-4.9662942886,-3.5584243536,-6.9744367599,-3.4687498808,-3.4160124063,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,46,42,4,0.0952380952,-2.3513752576,snug,snug,tight,tight,"Sue: Is the shirt snug?
Mary: The shirt is ","Sue: Is the shirt snug?
Mary: The shirt is",.,snug,tight,-2.6426253319,-2.8926253319,-4.7556233406,-5.2291212082,-0.2500000000,-0.4734978676,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,47,39,31,0.7948717949,-0.2295744416,some,some,all,all,"Sue: Does Cecilia trust some politicians?
Mary: Cecilia trusts ","Sue: Does Cecilia trust some politicians?
Mary: Cecilia trusts", politicians.,some,all,-2.7219891548,-3.0344891548,-5.8318535089,-5.7894456387,-0.3125000000,0.0424078702,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,48,42,9,0.2142857143,-1.5404450409,start,started,finish,finished,"Sue: Did the runner start?
Mary: The runner ","Sue: Did the runner start?
Mary: The runner",.,started,finished,-1.4216321707,-5.2966322899,-4.7825931311,-8.6840145588,-3.8750001192,-3.9014214277,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,49,39,11,0.2820512821,-1.2656663732,survive,survived,thrive,thrived,"Sue: Did the plant survive?
Mary: The plant ","Sue: Did the plant survive?
Mary: The plant",.,survived,thrived,-2.5156006813,-6.5539189577,-5.5196731091,-9.4222623110,-4.0383182764,-3.9025892019,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Eweak,50,42,3,0.0714285714,-2.6390573300,tired,tired,exhausted,exhausted,"Sue: Is the worker tired?
Mary: The worker is ","Sue: Is the worker tired?
Mary: The worker is",.,tired,exhausted,-1.2621139288,-3.4496140480,-3.7475942373,-5.7143955231,-2.1875001192,-1.9668012858,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,51,39,27,0.6923076923,-0.3677247801,tolerate,tolerate,encourage,encourage,"Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents ","Sue: Do Joey's parents tolerate dating?
Mary: Joey's parents", dating.,tolerate,encourage,-3.6969516277,-7.2594518661,-7.3991520405,-10.8610143661,-3.5625002384,-3.4618623256,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,52,42,12,0.2857142857,-1.2527629685,try,tried,succeed,succeeded,"Sue: Did the candidate try?
Mary: The candidate ","Sue: Did the candidate try?
Mary: The candidate",.,tried,succeeded,-1.7602103949,-8.3539600372,-4.5942124128,-11.1698136330,-6.5937496423,-6.5756012202,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,53,39,1,0.0256410256,-3.6635616477,ugly,ugly,hideous,hideous,"Sue: Is the wallpaper ugly?
Mary: The wallpaper is ","Sue: Is the wallpaper ugly?
Mary: The wallpaper is",.,ugly,hideous,-2.6252059937,-4.3223885894,-5.1067686081,-6.6479238868,-1.6971825957,-1.5411552787,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Eweak,54,42,10,0.2380952381,-1.4350845253,understandable,understandable,articulate,articulate,"Sue: Was Tom's interview understandable?
Mary: Tom's interview was ","Sue: Was Tom's interview understandable?
Mary: Tom's interview was",.,understandable,articulate,-3.1198019981,-9.6823024750,-5.5558600426,-12.7015132904,-6.5625004769,-7.1456532478,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,55,39,1,0.0256410256,-3.6635616477,unpleasant,unpleasant,disgusting,disgusting,"Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom unpleasant?
Mary: Tim's bathroom was",.,unpleasant,disgusting,-3.7205524445,-3.0330524445,-5.9100980759,-5.1808571815,0.6875000000,0.7292408944,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,56,42,25,0.5952380952,-0.5187937935,usually,usually,always,always,"Sue: Is the lawyer usually early?
Mary: The lawyer is ","Sue: Is the lawyer usually early?
Mary: The lawyer is", early.,usually,always,-1.3190617561,-1.3190617561,-4.6471306086,-4.4096798301,0.0000000000,0.2374507785,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Eweak,57,39,3,0.0769230769,-2.5649493578,want,wants,need,needs,"Sue: Does Phoebe want a car?
Mary: Phoebe ","Sue: Does Phoebe want a car?
Mary: Phoebe", a car.,wants,needs,-2.4665465355,-3.9040465355,-6.6526080966,-6.7549322546,-1.4375000000,-0.1023241580,1,1,4,4,Qwen/Qwen2-7B
experiment_2,Eweak,58,42,19,0.4523809524,-0.7932306391,warm,warm,hot,hot,"Sue: Is the wather warm?
Mary: The wather is ","Sue: Is the wather warm?
Mary: The wather is",.,warm,hot,-1.2152690887,-2.9652690887,-3.8130199909,-5.5393555164,-1.7500000000,-1.7263355255,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Eweak,59,39,5,0.1282051282,-2.0541237337,well,well,superbly,superbly,"Sue: Did the rehearsal go well?
Mary: The rehearsal went ","Sue: Did the rehearsal go well?
Mary: The rehearsal went",.,well,superbly,-1.0456362963,-7.3947630823,-2.6854547262,-9.5150691271,-6.3491267860,-6.8296144009,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Eweak,60,42,10,0.2380952381,-1.4350845253,willing,willing,eager,eager,"Sue: Is the waiter willing?
Mary: The waiter is ","Sue: Is the waiter willing?
Mary: The waiter is",.,willing,eager,-0.8283404112,-5.8595905304,-3.1168316603,-9.7989780903,-5.0312501192,-6.6821464300,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,1,42,33,0.7857142857,-0.2411620568,allowed,allowed,obligatory,obligatory,"Sue: Is drinking obligatory?
Mary: Drinking is ","Sue: Is drinking obligatory?
Mary: Drinking is",.,allowed,obligatory,-4.6276202202,-2.5026202202,-7.3520793915,-5.0939242840,2.1250000000,2.2581551075,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,2,39,20,0.5128205128,-0.6678293726,attractive,attractive,stunning,stunning,"Sue: Is this model stunning?
Mary: This model is ","Sue: Is this model stunning?
Mary: This model is",.,attractive,stunning,-5.6013278961,-2.0388278961,-8.1602344513,-4.5425882339,3.5625000000,3.6176462174,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,3,42,29,0.6904761905,-0.3703737883,begin,began,complete,completed,"Sue: Did John complete the race?
Mary: John ","Sue: Did John complete the race?
Mary: John", the race.,began,completed,-9.2524318695,-3.2993068695,-14.7954539210,-6.4537162334,5.9531250000,8.3417376876,1,1,4,4,Qwen/Qwen2-7B
experiment_2,Estrong,4,39,24,0.6153846154,-0.4855078158,believe,believes,know,knows,"Sue: Does the teacher know it is true?
Mary: The teacher ","Sue: Does the teacher know it is true?
Mary: The teacher", it is true.,believes,knows,-5.0611171722,-1.8736171722,-8.1401851848,-5.6363516450,3.1875000000,2.5038335398,1,1,5,5,Qwen/Qwen2-7B
experiment_2,Estrong,5,42,13,0.3095238095,-1.1727202609,big,big,enormous,enormous,"Sue: Is the elephant enormous?
Mary: The elephant is ","Sue: Is the elephant enormous?
Mary: The elephant is",.,big,enormous,-2.4713125229,-1.5963124037,-5.1483106613,-3.8772786856,0.8750001192,1.2710319757,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,6,39,19,0.4871794872,-0.7191226669,cool,cool,cold,cold,"Sue: Is the weather cold?
Mary: The weather is ","Sue: Is the weather cold?
Mary: The weather is",.,cool,cold,-3.5504775047,-1.6129775047,-5.9440903664,-3.9558968544,1.9375000000,1.9881935120,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,7,42,32,0.7619047619,-0.2719337155,damage,damage,destroy,destroy,"Sue: Might the machine destroy itself?
Mary: The machine might ","Sue: Might the machine destroy itself?
Mary: The machine might", itself.,damage,destroy,-6.1792740822,-0.6792742014,-9.2165308297,-3.5067606270,5.4999998808,5.7097702027,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,8,39,24,0.6153846154,-0.4855078158,dark,dark,black,black,"Sue: Is the sky black?
Mary: The sky is ","Sue: Is the sky black?
Mary: The sky is",.,dark,black,-2.8134245872,-1.1884245872,-5.2752213478,-3.7186229229,1.6250000000,1.5565984249,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,9,42,37,0.8809523810,-0.1267517056,difficult,difficult,impossible,impossible,"Sue: Is the task impossible?
Mary: The task is ","Sue: Is the task impossible?
Mary: The task is",.,difficult,impossible,-4.2319030762,-1.6694028378,-7.0567140579,-4.2191841602,2.5625002384,2.8375298977,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,10,39,13,0.3333333333,-1.0986122888,dirty,dirty,filthy,filthy,"Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was ","Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was",.,dirty,filthy,-2.9531755447,-1.0156754255,-5.6329069138,-3.4421646595,1.9375001192,2.1907422543,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,11,42,20,0.4761904762,-0.7419373447,dislike,dislikes,loathe,loathes,"Sue: Does the doctor loathe coffee?
Mary: The doctor ","Sue: Does the doctor loathe coffee?
Mary: The doctor", coffee.,dislikes,loathes,-6.5584483147,-3.8089526910,-9.3731050491,-7.4250868056,2.7494956237,1.9480182435,1,3,3,5,Qwen/Qwen2-7B
experiment_2,Estrong,12,39,37,0.9487179487,-0.0526437335,double,double,triple,triple,"Sue: Will the sales triple?
Mary: The sales will ","Sue: Will the sales triple?
Mary: The sales will",.,double,triple,-1.5517245531,-1.8642245531,-4.9464284182,-5.4055925608,-0.3125000000,-0.4591641426,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,13,42,37,0.8809523810,-0.1267517056,equally,equally,more,more,"Sue: Is that candidate more skilled?
Mary: That candidate is ","Sue: Is that candidate more skilled?
Mary: That candidate is", skilled.,equally,more,-7.2167224884,-1.4042222500,-9.9563258290,-5.0336080790,5.8125002384,4.9227177500,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,14,39,14,0.3589743590,-1.0245043164,funny,funny,hilarious,hilarious,"Sue: Is the movie hilarious?
Mary: The movie is ","Sue: Is the movie hilarious?
Mary: The movie is",.,funny,hilarious,-2.3547866344,-1.2297866344,-5.1027269363,-3.4246549606,1.1250000000,1.6780719757,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,15,42,30,0.7142857143,-0.3364722366,good,good,excellent,excellent,"Sue: Is the movie excellent?
Mary: The movie is ","Sue: Is the movie excellent?
Mary: The movie is",.,good,excellent,-2.5148081779,-1.9523082972,-4.8200411797,-3.8666607141,0.5624998807,0.9533804656,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,16,39,19,0.4871794872,-0.7191226669,happy,happy,ecstatic,ecstatic,"Sue: Was the winner ecstatic?
Mary: The winner was ","Sue: Was the winner ecstatic?
Mary: The winner was",.,happy,ecstatic,-3.3164803982,-2.3164803982,-6.6173830032,-4.5180799961,1.0000000000,2.0993030071,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,17,42,32,0.7619047619,-0.2719337155,hard,hard,unsolvable,unsolvable,"Sue: Is the problem unsolvable?
Mary: The problem is ","Sue: Is the problem unsolvable?
Mary: The problem is",.,hard,unsolvable,-5.3942327499,-1.6100777835,-8.7537927628,-4.4108762667,3.7841549664,4.3429164961,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Estrong,18,39,24,0.6153846154,-0.4855078158,harmful,harmful,deadly,deadly,"Sue: Is the toxin deadly?
Mary: The toxin is ","Sue: Is the toxin deadly?
Mary: The toxin is",.,harmful,deadly,-5.4878101349,-1.7378098965,-8.0396184921,-3.8123528957,3.7500002384,4.2272655964,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,19,42,24,0.5714285714,-0.5596157880,here,here,everywhere,everywhere,"Sue: Is there water everywhere?
Mary: There is water ","Sue: Is there water everywhere?
Mary: There is water",.,here,everywhere,-3.8078265190,-1.1203263998,-6.9589707851,-3.1292623281,2.6875001192,3.8297084570,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,20,39,17,0.4358974359,-0.8303483021,hungry,hungry,starving,starving,"Sue: Is the boy starving?
Mary: The boy is ","Sue: Is the boy starving?
Mary: The boy is",.,hungry,starving,-1.8113194704,-1.8738194704,-4.4093073606,-4.2625557184,-0.0625000000,0.1467516422,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,21,42,14,0.3333333333,-1.0986122888,intelligent,intelligent,brilliant,brilliant,"Sue: Is the student brilliant?
Mary: The student is ","Sue: Is the student brilliant?
Mary: The student is",.,intelligent,brilliant,-3.9839806557,-1.6714806557,-6.7149410248,-3.5936549902,2.3125000000,3.1212860346,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,22,39,18,0.4615384615,-0.7731898883,intimidating,intimidating,terrifying,terrifying,"Sue: Was Chris's opponent terrifying?
Mary: Chris's opponent was ","Sue: Was Chris's opponent terrifying?
Mary: Chris's opponent was",.,intimidating,terrifying,-5.7002382278,-3.4502379894,-8.4062795639,-5.6740639210,2.2500002384,2.7322156429,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,23,42,30,0.7142857143,-0.3364722366,largely,largely,totally,totally,"Sue: Was the coast totally flooded?
Mary: The coast was ","Sue: Was the coast totally flooded?
Mary: The coast was", flooded.,largely,totally,-7.0607261658,-1.9357264042,-10.0595912933,-3.9469459951,5.1249997616,6.1126452982,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,24,39,24,0.6153846154,-0.4855078158,like,likes,love,loves,"Sue: Does the princess love dancing?
Mary: The princess ","Sue: Does the princess love dancing?
Mary: The princess", dancing.,likes,loves,-3.3539750576,-0.8539749980,-6.7630228996,-4.1608992219,2.5000000596,2.6021236777,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,25,42,35,0.8333333333,-0.1823215568,match,matches,exceed,exceeds,"Sue: Does Bill's score exceed Al's?
Mary: Bill's score ","Sue: Does Bill's score exceed Al's?
Mary: Bill's score", Al's.,matches,exceeds,-8.5567846298,-2.4317846298,-11.7551619243,-6.6766965110,6.1250000000,5.0784654133,1,1,4,4,Qwen/Qwen2-7B
experiment_2,Estrong,26,39,38,0.9743589744,-0.0259754864,mostly,mostly,entirely,entirely,"Sue: Were Peter's answers entirely wrong?
Mary: Peter's answers were ","Sue: Were Peter's answers entirely wrong?
Mary: Peter's answers were", wrong.,mostly,entirely,-2.7196753025,-3.7196753025,-5.5870649219,-6.3348204494,-1.0000000000,-0.7477555275,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,27,42,15,0.3571428571,-1.0296194173,old,old,ancient,ancient,"Sue: Is the house ancient?
Mary: The house is ","Sue: Is the house ancient?
Mary: The house is",.,old,ancient,-1.9160211086,-2.2285211086,-4.4841096401,-4.2766416073,-0.3125000000,0.2074680328,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,28,39,37,0.9487179487,-0.0526437335,once,once,twice,twice,"Sue: Did mistakes happen twice?
Mary: Mistakes happened ","Sue: Did mistakes happen twice?
Mary: Mistakes happened",.,once,twice,-3.1180346012,-0.8055345416,-5.2718026638,-3.3840975165,2.3125000596,1.8877051473,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,29,42,20,0.4761904762,-0.7419373447,or,or,and,and,"Sue: Does Jimmy write books and plays?
Mary: Jimmy writes books ","Sue: Does Jimmy write books and plays?
Mary: Jimmy writes books", plays.,or,and,-7.3606967926,-0.9856970310,-9.9880645573,-3.2920278609,6.3749997616,6.6960366964,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,30,39,15,0.3846153846,-0.9555114451,overweight,overweight,obese,obese,"Sue: Is the teenager obese?
Mary: The teenager is ","Sue: Is the teenager obese?
Mary: The teenager is",.,overweight,obese,-2.0259850025,-1.8384850025,-4.4506390095,-3.9158942699,0.1875000000,0.5347447396,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,31,42,30,0.7142857143,-0.3364722366,overwhelmingly,overwhelmingly,unanimously,unanimously,"Sue: Was the measure supported unanimously?
Mary: The measure was supported ","Sue: Was the measure supported unanimously?
Mary: The measure was supported",.,overwhelmingly,unanimously,-4.3227519989,-1.3852519989,-6.3301925659,-3.4726564884,2.9375000000,2.8575360775,1,1,2,2,Qwen/Qwen2-7B
