experiment,condition,item_id,N,sum_response,response_rate,human_log_response_rate,weaker_lemma,weaker_surface,stronger_lemma,stronger_surface_guess,prompt_text,context_text,suffix_text,weaker_target_surface,stronger_target_surface,weaker_word_logprob,stronger_word_logprob,weaker_candidate_plus_suffix_logprob,stronger_candidate_plus_suffix_logprob,word_logprob_stronger_minus_weaker,candidate_plus_suffix_logprob_stronger_minus_weaker,weaker_word_n_tokens,stronger_word_n_tokens,weaker_candidate_plus_suffix_n_tokens,stronger_candidate_plus_suffix_n_tokens,model_name
experiment_2,Estrong,32,39,31,0.7948717949,-0.2295744416,palatable,palatable,delicious,delicious,"Sue: Is the wine delicious?
Mary: The wine is ","Sue: Is the wine delicious?
Mary: The wine is",.,palatable,delicious,-9.8406979349,-1.9388983250,-12.3599802759,-4.1503539085,7.9017996099,8.2096263674,2,1,3,2,Qwen/Qwen2-7B
experiment_2,Estrong,33,42,41,0.9761904762,-0.0240975516,partially,partially,completely,completely,"Sue: Is the tank completely full?
Mary: The tank is ","Sue: Is the tank completely full?
Mary: The tank is", full.,partially,completely,-6.4487919807,-3.2612919807,-8.5226852298,-5.7447846830,3.1875000000,2.7779005468,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,34,39,30,0.7692307692,-0.2623642645,permit,permits,require,requires,"Sue: Does the club require dancing?
Mary: The club ","Sue: Does the club require dancing?
Mary: The club", dancing.,permits,requires,-9.4956808090,-2.3394308090,-12.8083617091,-5.8308235407,7.1562500000,6.9775381684,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,35,42,14,0.3333333333,-1.0986122888,polished,polished,impeccable,impeccable,"Sue: Was Ann's speech impeccable?
Mary: Ann's speech was ","Sue: Was Ann's speech impeccable?
Mary: Ann's speech was",.,polished,impeccable,-8.2088680267,-1.7401175499,-11.2151389122,-3.8080750704,6.4687504768,7.4070638418,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,36,39,33,0.8461538462,-0.1670540846,possible,possible,certain,certain,"Sue: Is success certain?
Mary: Success is ","Sue: Is success certain?
Mary: Success is",.,possible,certain,-4.2298965454,-2.9173965454,-6.8215053082,-5.6996479034,1.3125000000,1.1218574048,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,37,42,13,0.3095238095,-1.1727202609,pretty,pretty,beautiful,beautiful,"Sue: Is the girl beautiful?
Mary: The girl is ","Sue: Is the girl beautiful?
Mary: The girl is",.,pretty,beautiful,-2.8035202026,-1.3660203218,-5.3192880154,-3.4715834856,1.4374998808,1.8477045298,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,38,39,33,0.8461538462,-0.1670540846,primarily,primarily,exclusively,exclusively,"Sue: Are the residents exclusively Greek?
Mary: The residents are ","Sue: Are the residents exclusively Greek?
Mary: The residents are", Greek.,primarily,exclusively,-3.9071950912,-3.2821950912,-6.8377336860,-5.1849641800,0.6250000000,1.6527695060,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,39,42,27,0.6428571429,-0.4418327522,probably,probably,necessarily,necessarily,"Sue: Will a delay necessarily occur?
Mary: A delay will ","Sue: Will a delay necessarily occur?
Mary: A delay will", occur.,probably,necessarily,-3.4700129032,-4.5950126648,-5.7739730179,-7.5180983171,-1.1249997616,-1.7441252992,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,40,39,33,0.8461538462,-0.1670540846,reduce,reduced,eliminate,eliminated,"Sue: Did the city eliminate waste?
Mary: The city ","Sue: Did the city eliminate waste?
Mary: The city", waste.,reduced,eliminated,-4.6686773300,-2.7936773300,-8.0905374289,-6.1685499549,1.8750000000,1.9219874740,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,41,42,11,0.2619047619,-1.3397743455,scared,scared,petrified,petrified,"Sue: Was Stu's daughter petrified?
Mary: Stu's daughter was ","Sue: Was Stu's daughter petrified?
Mary: Stu's daughter was",.,scared,petrified,-2.9881186485,-1.4966347048,-6.9272642136,-3.9657223055,1.4914839437,2.9615419081,1,3,2,4,Qwen/Qwen2-7B
experiment_2,Estrong,42,39,20,0.5128205128,-0.6678293726,serious,serious,life-threatening,life-threatening,"Sue: Was Kaye's illness life-threatening?
Mary: Kaye's illness was ","Sue: Was Kaye's illness life-threatening?
Mary: Kaye's illness was",.,serious,life-threatening,-2.6781318188,-1.2392176241,-4.7796690464,-2.7497205585,1.4389141947,2.0299484879,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Estrong,43,42,38,0.9047619048,-0.1000834585,similar,similar,identical,identical,"Sue: Are the two paintings identical?
Mary: The two paintings are ","Sue: Are the two paintings identical?
Mary: The two paintings are",.,similar,identical,-2.6047205925,-2.2297205925,-5.3667616844,-4.5186245441,0.3750000000,0.8481371403,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,44,39,36,0.9230769231,-0.0800427076,slow,slowed,stop,stopped,"Sue: Did the train stop?
Mary: The train ","Sue: Did the train stop?
Mary: The train",.,slowed,stopped,-7.2477517128,-1.3102518320,-12.8723273277,-4.7778502703,5.9374998808,8.0944770574,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,45,42,9,0.2142857143,-1.5404450409,small,small,tiny,tiny,"Sue: Is the fish tiny?
Mary: The fish is ","Sue: Is the fish tiny?
Mary: The fish is",.,small,tiny,-2.1820981503,-1.4320981503,-4.9218115807,-3.8117425442,0.7500000000,1.1100690365,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,46,39,2,0.0512820513,-2.9704144652,snug,snug,tight,tight,"Sue: Is the shirt tight?
Mary: The shirt is ","Sue: Is the shirt tight?
Mary: The shirt is",.,snug,tight,-6.4633431435,-1.9320932627,-8.7116792202,-4.2534090281,4.5312498808,4.4582701921,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,47,42,36,0.8571428571,-0.1541506799,some,some,all,all,"Sue: Does Cecilia trust all politicians?
Mary: Cecilia trusts ","Sue: Does Cecilia trust all politicians?
Mary: Cecilia trusts", politicians.,some,all,-4.1326074600,-2.1951072216,-7.5702429414,-5.2445188910,1.9375002384,2.3257240504,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,48,39,30,0.7692307692,-0.2623642645,start,started,finish,finished,"Sue: Did the runner finish?
Mary: The runner ","Sue: Did the runner finish?
Mary: The runner",.,started,finished,-6.6522641182,-1.0897639990,-11.6477756500,-4.0489789248,5.5625001192,7.5987967252,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,49,42,29,0.6904761905,-0.3703737883,survive,survived,thrive,thrived,"Sue: Did the plant thrive?
Mary: The plant ","Sue: Did the plant thrive?
Mary: The plant",.,survived,thrived,-4.0190758705,-2.1371469796,-6.7424635887,-4.6949587166,1.8819288909,2.0475048721,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Estrong,50,39,11,0.2820512821,-1.2656663732,tired,tired,exhausted,exhausted,"Sue: Is the worker exhausted?
Mary: The worker is ","Sue: Is the worker exhausted?
Mary: The worker is",.,tired,exhausted,-2.5671982765,-1.2546983957,-5.3575887680,-3.6017409563,1.3124998808,1.7558478117,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,51,42,34,0.8095238095,-0.2113090937,tolerate,tolerate,encourage,encourage,"Sue: Do Joey's parents encourage dating?
Mary: Joey's parents ","Sue: Do Joey's parents encourage dating?
Mary: Joey's parents", dating.,tolerate,encourage,-9.0698471069,-2.7573473454,-12.5237987041,-6.0096322298,6.3124997615,6.5141664743,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,52,39,36,0.9230769231,-0.0800427076,try,tried,succeed,succeeded,"Sue: Did the candidate succeed?
Mary: The candidate ","Sue: Did the candidate succeed?
Mary: The candidate",.,tried,succeeded,-5.8481044769,-3.0668542385,-10.1565856934,-5.3385441303,2.7812502384,4.8180415631,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,53,42,6,0.1428571429,-1.9459101488,ugly,ugly,hideous,hideous,"Sue: Is the wallpaper hideous?
Mary: The wallpaper is ","Sue: Is the wallpaper hideous?
Mary: The wallpaper is",.,ugly,hideous,-5.3197598457,-0.8304631459,-7.7834160328,-2.9602447888,4.4892966998,4.8231712440,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Estrong,54,39,23,0.5897435897,-0.5280674303,understandable,understandable,articulate,articulate,"Sue: Was Tom's interview articulate?
Mary: Tom's interview was ","Sue: Was Tom's interview articulate?
Mary: Tom's interview was",.,understandable,articulate,-8.8770704269,-2.9395704269,-11.5075485706,-5.3926630020,5.9375000000,6.1148855686,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,55,42,7,0.1666666667,-1.7917594690,unpleasant,unpleasant,disgusting,disgusting,"Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was ","Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was",.,unpleasant,disgusting,-8.5783195496,-1.2033194304,-11.2060251236,-3.5997048616,7.3750001192,7.6063202620,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,56,39,33,0.8461538462,-0.1670540846,usually,usually,always,always,"Sue: Is the lawyer always early?
Mary: The lawyer is ","Sue: Is the lawyer always early?
Mary: The lawyer is", early.,usually,always,-2.8122346401,-0.6872346401,-5.9264433384,-3.5426369905,2.1250000000,2.3838063479,1,1,3,3,Qwen/Qwen2-7B
experiment_2,Estrong,57,42,25,0.5952380952,-0.5187937935,want,wants,need,needs,"Sue: Does Phoebe need a car?
Mary: Phoebe ","Sue: Does Phoebe need a car?
Mary: Phoebe", a car.,wants,needs,-4.5637559891,-3.5637557507,-8.9122795612,-6.9980720282,1.0000002384,1.9142075330,1,1,4,4,Qwen/Qwen2-7B
experiment_2,Estrong,58,39,28,0.7179487179,-0.3313571360,warm,warm,hot,hot,"Sue: Is the wather hot?
Mary: The wather is ","Sue: Is the wather hot?
Mary: The wather is",.,warm,hot,-2.8894381523,-1.3269381523,-5.4607839584,-3.8996261358,1.5625000000,1.5611578226,1,1,2,2,Qwen/Qwen2-7B
experiment_2,Estrong,59,42,23,0.5476190476,-0.6021754024,well,well,superbly,superbly,"Sue: Did the rehearsal go superbly?
Mary: The rehearsal went ","Sue: Did the rehearsal go superbly?
Mary: The rehearsal went",.,well,superbly,-2.1208965778,-2.4084523544,-3.8429057598,-4.4600378424,-0.2875557766,-0.6171320826,1,2,2,3,Qwen/Qwen2-7B
experiment_2,Estrong,60,39,22,0.5641025641,-0.5725191928,willing,willing,eager,eager,"Sue: Is the waiter eager?
Mary: The waiter is ","Sue: Is the waiter eager?
Mary: The waiter is",.,willing,eager,-5.3938517570,-1.9563518763,-8.7298560143,-4.7716599703,3.4374998807,3.9581960440,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,1,40,25,0.6250000000,-0.4700036292,allowed,allowed,obligatory,obligatory,Drinking is only ,Drinking is only,.,allowed,obligatory,-1.7008498907,-12.4195995331,-9.9330180883,-18.4928946495,-10.7187496424,-8.5598765612,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,2,40,20,0.5000000000,-0.6931471806,attractive,attractive,stunning,stunning,This model is only ,This model is only,.,attractive,stunning,-11.6190013885,-13.4236888885,-16.4617743492,-16.1988267899,-1.8046875000,0.2629475593,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,3,40,25,0.6250000000,-0.4700036292,begin,began,complete,completed,John only ,John only, the race.,began,completed,-9.6857814789,-8.7170314789,-21.4952971935,-20.4705832005,0.9687500000,1.0247139930,1,1,4,4,Qwen/Qwen2-7B
experiment_3,Eonly,4,40,29,0.7250000000,-0.3215836241,believe,believes,know,knows,The teacher only ,The teacher only, it is true.,believes,knows,-8.3520383835,-2.9770381451,-23.6033682823,-17.1095378399,5.3750002384,6.4938304424,1,1,5,5,Qwen/Qwen2-7B
experiment_3,Eonly,5,40,23,0.5750000000,-0.5533852382,big,big,enormous,enormous,The elephant is only ,The elephant is only,.,big,enormous,-7.1369352341,-12.9455289841,-9.6773374081,-15.4660620689,-5.8085937500,-5.7887246608,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,6,40,29,0.7250000000,-0.3215836241,cool,cool,cold,cold,The weather is only ,The weather is only,.,cool,cold,-7.8024597168,-5.5524597168,-11.2837376595,-9.2139258385,2.2500000000,2.0698118210,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,7,40,26,0.6500000000,-0.4307829161,damage,damage,destroy,destroy,The machine might only ,The machine might only, itself.,damage,destroy,-9.2219581604,-9.7219581604,-16.0564241409,-16.9385821819,-0.5000000000,-0.8821580410,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,8,40,20,0.5000000000,-0.6931471806,dark,dark,black,black,The sky is only ,The sky is only,.,dark,black,-5.4739708900,-5.1614708900,-9.8651037216,-8.8326678276,0.3125000000,1.0324358940,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,9,40,38,0.9500000000,-0.0512932944,difficult,difficult,impossible,impossible,The task is only ,The task is only,.,difficult,impossible,-4.7324385643,-7.2324385643,-8.2925124168,-12.1655349731,-2.5000000000,-3.8730225563,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,10,40,17,0.4250000000,-0.8556661101,dirty,dirty,filthy,filthy,Zack's carpet was only ,Zack's carpet was only,.,dirty,filthy,-8.0430774689,-13.9805774689,-11.6469275951,-18.1357069016,-5.9375000000,-6.4887793065,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,11,40,22,0.5500000000,-0.5978370008,dislike,dislikes,loathe,loathes,The doctor only ,The doctor only, coffee.,dislikes,loathes,-11.8626155853,-15.9095673049,-21.8325097561,-25.2979835952,-4.0469517196,-3.4654738391,1,3,3,5,Qwen/Qwen2-7B
experiment_3,Eonly,12,40,34,0.8500000000,-0.1625189295,double,double,triple,triple,The sales will only ,The sales will only,.,double,triple,-10.1343297958,-12.4780797958,-14.2780079842,-16.3434791565,-2.3437500000,-2.0654711723,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,13,40,35,0.8750000000,-0.1335313926,equally,equally,more,more,That candidate is only ,That candidate is only, skilled.,equally,more,-11.6221361160,-7.2315111160,-21.7502050400,-18.0687689781,4.3906250000,3.6814360619,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,14,40,19,0.4750000000,-0.7444404749,funny,funny,hilarious,hilarious,The movie is only ,The movie is only,.,funny,hilarious,-8.1452226639,-11.3639726639,-12.9197797775,-15.5144548416,-3.2187500000,-2.5946750641,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,15,40,34,0.8500000000,-0.1625189295,good,good,excellent,excellent,The movie is only ,The movie is only,.,good,excellent,-6.1452226639,-9.7702226639,-10.0571715832,-12.0850477219,-3.6250000000,-2.0278761387,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,16,40,25,0.6250000000,-0.4700036292,happy,happy,ecstatic,ecstatic,The winner was only ,The winner was only,.,happy,ecstatic,-7.7170076370,-12.7697420120,-13.0329837799,-15.4434394836,-5.0527343750,-2.4104557037,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,17,40,32,0.8000000000,-0.2231435513,hard,hard,unsolvable,unsolvable,The problem is only ,The problem is only,.,hard,unsolvable,-8.3156490326,-10.4951170087,-13.5867209435,-15.0169818997,-2.1794679761,-1.4302609562,1,2,2,3,Qwen/Qwen2-7B
experiment_3,Eonly,18,40,30,0.7500000000,-0.2876820725,harmful,harmful,deadly,deadly,The toxin is only ,The toxin is only,.,harmful,deadly,-3.6167695522,-5.3042697906,-11.7161614895,-12.3538241386,-1.6875002384,-0.6376626491,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,19,40,35,0.8750000000,-0.1335313926,here,here,everywhere,everywhere,There is only water ,There is only water,.,here,everywhere,-3.4424302578,-4.4424304962,-5.0408500433,-6.0408385992,-1.0000002384,-0.9999885559,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,20,40,20,0.5000000000,-0.6931471806,hungry,hungry,starving,starving,The boy is only ,The boy is only,.,hungry,starving,-10.3355560303,-15.4918060303,-12.5470111370,-18.3803904057,-5.1562500000,-5.8333792687,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,21,40,17,0.4250000000,-0.8556661101,intelligent,intelligent,brilliant,brilliant,The student is only ,The student is only,.,intelligent,brilliant,-11.8495826721,-13.3984107971,-15.4472701550,-17.2252986431,-1.5488281250,-1.7780284881,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,22,40,24,0.6000000000,-0.5108256238,intimidating,intimidating,terrifying,terrifying,Chris's opponent was only ,Chris's opponent was only,.,intimidating,terrifying,-13.3871335983,-14.6527585983,-16.0578989983,-17.5161352158,-1.2656250000,-1.4582362175,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,23,40,32,0.8000000000,-0.2231435513,largely,largely,totally,totally,The coast was only ,The coast was only, flooded.,largely,totally,-11.9829006195,-12.2016506195,-24.8819670677,-24.1200590134,-0.2187500000,0.7619080543,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,24,40,13,0.3250000000,-1.1239300967,like,likes,love,loves,The princess only ,The princess only, dancing.,likes,loves,-4.1201262474,-4.6201262474,-19.6222853661,-12.4986453056,-0.5000000000,7.1236400605,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,25,40,34,0.8500000000,-0.1625189295,match,matches,exceed,exceeds,Bill's score only ,Bill's score only, Al's.,matches,exceeds,-11.6317710876,-10.4442710876,-33.6006007418,-28.4484590329,1.1875000000,5.1521417089,1,1,4,4,Qwen/Qwen2-7B
experiment_3,Eonly,26,40,38,0.9500000000,-0.0512932944,mostly,mostly,entirely,entirely,Peter's answers were only ,Peter's answers were only, wrong.,mostly,entirely,-6.8379311562,-10.6035556793,-11.2966457605,-17.1461129189,-3.7656245231,-5.8494671584,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,27,40,19,0.4750000000,-0.7444404749,old,old,ancient,ancient,The house is only ,The house is only,.,old,ancient,-8.8372182846,-13.4934682846,-11.6968274117,-16.6422917843,-4.6562500000,-4.9454643726,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,28,40,35,0.8750000000,-0.1335313926,once,once,twice,twice,Mistakes happened only ,Mistakes happened only,.,once,twice,-1.9895334244,-4.8645334244,-4.3052780628,-7.4977324009,-2.8750000000,-3.1924543381,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,29,40,19,0.4750000000,-0.7444404749,or,or,and,and,Jimmy writes only books ,Jimmy writes only books, plays.,or,and,-8.3737869263,-3.8737871647,-11.0955822617,-7.8240290284,4.4999997616,3.2715532333,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,30,40,24,0.6000000000,-0.5108256238,overweight,overweight,obese,obese,The teenager is only ,The teenager is only,.,overweight,obese,-10.6808433533,-13.0558433533,-13.1161744595,-16.6873614788,-2.3750000000,-3.5711870193,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,31,40,29,0.7250000000,-0.3215836241,overwhelmingly,overwhelmingly,unanimously,unanimously,The measure was supported only ,The measure was supported only,.,overwhelmingly,unanimously,-10.3186721802,-9.2561721802,-14.8648233414,-12.9532446861,1.0625000000,1.9115786553,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,32,40,37,0.9250000000,-0.0779615415,palatable,palatable,delicious,delicious,The wine is only ,The wine is only,.,palatable,delicious,-9.5801974684,-8.7559480667,-15.0576154143,-13.0686287880,0.8242494017,1.9889866263,2,1,3,2,Qwen/Qwen2-7B
experiment_3,Eonly,33,40,40,1.0000000000,0.0000000000,partially,partially,completely,completely,The tank is only ,The tank is only, full.,partially,completely,-4.4940748215,-8.0565748215,-6.6115049720,-12.2467896938,-3.5625000000,-5.6352847218,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,34,40,23,0.5750000000,-0.5533852382,permit,permits,require,requires,The club only ,The club only, dancing.,permits,requires,-6.6345443726,-4.6657943726,-18.6512196064,-21.8630661964,1.9687500000,-3.2118465900,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,35,40,24,0.6000000000,-0.5108256238,polished,polished,impeccable,impeccable,Ann's speech was only ,Ann's speech was only,.,polished,impeccable,-11.6454229355,-14.3016729355,-16.6748189926,-16.9719486237,-2.6562500000,-0.2971296311,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,36,40,29,0.7250000000,-0.3215836241,possible,possible,certain,certain,Success is only ,Success is only,.,possible,certain,-1.7006725073,-7.8256726265,-10.1021000147,-13.8034291267,-6.1250001192,-3.7013291120,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,37,40,25,0.6250000000,-0.4700036292,pretty,pretty,beautiful,beautiful,The girl is only ,The girl is only,.,pretty,beautiful,-11.6598834991,-11.6598834991,-13.7236685753,-14.3164517879,0.0000000000,-0.5927832126,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,38,40,33,0.8250000000,-0.1923718926,primarily,primarily,exclusively,exclusively,The residents are only ,The residents are only, Greek.,primarily,exclusively,-11.5286502838,-11.8411502838,-22.1675884724,-22.8757979870,-0.3125000000,-0.7082095146,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,39,40,31,0.7750000000,-0.2548922496,probably,probably,necessarily,necessarily,A delay will only ,A delay will only, occur.,probably,necessarily,-10.1775207520,-10.8493957520,-17.7936785221,-19.5352566242,-0.6718750000,-1.7415781021,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,40,40,36,0.9000000000,-0.1053605157,reduce,reduced,eliminate,eliminated,The city only ,The city only, waste.,reduced,eliminated,-7.9586615562,-10.4586620331,-19.4485750198,-22.5337042809,-2.5000004769,-3.0851292611,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,41,40,27,0.6750000000,-0.3930425881,scared,scared,petrified,petrified,Stu's daughter was only ,Stu's daughter was only,.,scared,petrified,-11.3915491104,-12.6596202087,-16.1021642685,-15.7336491775,-1.2680710983,0.3685150910,1,3,2,4,Qwen/Qwen2-7B
experiment_3,Eonly,42,40,15,0.3750000000,-0.9808292530,serious,serious,life-threatening,life-threatening,Kaye's illness was only ,Kaye's illness was only,.,serious,life-threatening,-5.4547119141,-8.4526827037,-8.9433846474,-11.7904035747,-2.9979707896,-2.8470189273,1,2,2,3,Qwen/Qwen2-7B
experiment_3,Eonly,43,40,37,0.9250000000,-0.0779615415,similar,similar,identical,identical,The two paintings are only ,The two paintings are only,.,similar,identical,-1.7406382561,-5.5531382561,-4.7873253822,-9.7199316025,-3.8125000000,-4.9326062203,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,44,40,35,0.8750000000,-0.1335313926,slow,slowed,stop,stopped,The train only ,The train only,.,slowed,stopped,-6.2960910797,-2.9523410797,-11.6658592224,-10.0559799671,3.3437500000,1.6098792553,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,45,40,19,0.4750000000,-0.7444404749,small,small,tiny,tiny,The fish is only ,The fish is only,.,small,tiny,-5.5020704269,-8.2989454269,-7.4990130663,-10.0999947786,-2.7968750000,-2.6009817123,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,46,40,19,0.4750000000,-0.7444404749,snug,snug,tight,tight,The shirt is only ,The shirt is only,.,snug,tight,-12.7838439941,-10.9088439941,-16.1893982887,-16.2333869934,1.8750000000,-0.0439887047,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,47,40,36,0.9000000000,-0.1053605157,some,some,all,all,Cecilia trusts only ,Cecilia trusts only, politicians.,some,all,-7.0893902779,-9.6011085510,-12.5365015268,-20.7479593754,-2.5117182731,-8.2114578486,1,1,3,3,Qwen/Qwen2-7B
experiment_3,Eonly,48,40,29,0.7250000000,-0.3215836241,start,started,finish,finished,The runner only ,The runner only,.,started,finished,-5.4069948196,-4.0319948196,-13.4105405807,-12.1877794266,1.3750000000,1.2227611541,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,49,40,30,0.7500000000,-0.2876820725,survive,survived,thrive,thrived,The plant only ,The plant only,.,survived,thrived,-5.6468558311,-8.6378450394,-13.2085399628,-15.7279362679,-2.9909892083,-2.5193963051,1,2,2,3,Qwen/Qwen2-7B
experiment_3,Eonly,50,40,22,0.5500000000,-0.5978370008,tired,tired,exhausted,exhausted,The worker is only ,The worker is only,.,tired,exhausted,-8.8311309814,-11.6983184814,-12.5043716431,-15.6354591846,-2.8671875000,-3.1310875415,1,1,2,2,Qwen/Qwen2-7B
experiment_3,Eonly,51,40,32,0.8000000000,-0.2231435513,tolerate,tolerate,encourage,encourage,Joey's parents only ,Joey's parents only, dating.,tolerate,encourage,-11.4790029526,-9.7915029526,-22.1171545982,-24.9387392998,1.6875000000,-2.8215847016,1,1,3,3,Qwen/Qwen2-7B
